"","timestamp","id","group","action","duration","Experiment","date","DOW","Pageviews","Clicks"
"45",2016-09-25 06:59:23,596892,"experiment","view",1899-12-31 00:00:46,1,2016-09-25,1,1,0
"46",2016-09-25 07:00:09,596892,"experiment","click",NA,1,2016-09-25,1,0,1
"47",2016-09-25 07:23:22,653403,"experiment","view",1899-12-31 00:01:07,1,2016-09-25,1,1,0
"48",2016-09-25 07:24:28,653403,"experiment","click",NA,1,2016-09-25,1,0,1
"49",2016-09-25 07:49:38,408725,"experiment","view",NA,1,2016-09-25,1,1,0
"50",2016-09-25 08:07:19,731880,"experiment","view",1899-12-31 00:00:03,1,2016-09-25,1,1,0
"51",2016-09-25 08:10:40,922848,"experiment","view",1899-12-31 00:00:54,1,2016-09-25,1,1,0
"52",2016-09-25 08:11:34,922848,"experiment","click",NA,1,2016-09-25,1,0,1
"53",2016-09-25 08:12:50,547020,"control","view",NA,0,2016-09-25,1,1,0
"54",2016-09-25 08:22:31,283438,"experiment","view",1899-12-31 00:01:06,1,2016-09-25,1,1,0
"55",2016-09-25 08:23:37,283438,"experiment","click",NA,1,2016-09-25,1,0,1
"56",2016-09-25 08:24:31,194950,"control","view",1899-12-31 00:01:02,0,2016-09-25,1,1,0
"57",2016-09-25 08:25:32,194950,"control","click",NA,0,2016-09-25,1,0,1
"58",2016-09-25 09:43:32,894454,"control","view",1899-12-31 00:01:40,0,2016-09-25,1,1,0
"59",2016-09-25 09:45:12,894454,"control","click",NA,0,2016-09-25,1,0,1
"60",2016-09-25 10:08:18,762607,"experiment","view",1899-12-31 00:00:17,1,2016-09-25,1,1,0
"61",2016-09-25 10:08:23,370483,"experiment","view",1899-12-31 00:01:12,1,2016-09-25,1,1,0
"62",2016-09-25 10:09:35,370483,"experiment","click",NA,1,2016-09-25,1,0,1
"63",2016-09-25 10:37:38,639852,"control","view",1899-12-31 00:01:16,0,2016-09-25,1,1,0
"64",2016-09-25 10:38:53,639852,"control","click",NA,0,2016-09-25,1,0,1
"65",2016-09-25 10:41:43,826660,"experiment","view",1899-12-31 00:01:01,1,2016-09-25,1,1,0
"66",2016-09-25 10:42:44,826660,"experiment","click",NA,1,2016-09-25,1,0,1
"67",2016-09-25 11:21:28,381380,"control","view",1899-12-31 00:00:18,0,2016-09-25,1,1,0
"68",2016-09-25 11:21:45,381380,"control","click",NA,0,2016-09-25,1,0,1
"69",2016-09-25 11:28:08,192086,"control","view",NA,0,2016-09-25,1,1,0
"70",2016-09-25 12:21:40,910738,"control","view",1899-12-31 00:00:21,0,2016-09-25,1,1,0
"71",2016-09-25 12:22:00,910738,"control","click",NA,0,2016-09-25,1,0,1
"72",2016-09-25 12:23:18,737242,"control","view",1899-12-31 00:00:48,0,2016-09-25,1,1,0
"73",2016-09-25 13:10:10,631731,"control","view",NA,0,2016-09-25,1,1,0
"74",2016-09-25 13:11:19,208738,"experiment","view",1899-12-31 00:01:02,1,2016-09-25,1,1,0
"75",2016-09-25 14:32:38,284158,"control","view",NA,0,2016-09-25,1,1,0
"76",2016-09-25 14:42:42,246990,"experiment","view",1899-12-31 00:00:53,1,2016-09-25,1,1,0
"77",2016-09-25 14:43:34,246990,"experiment","click",NA,1,2016-09-25,1,0,1
"78",2016-09-25 14:56:09,832871,"experiment","view",1899-12-31 00:00:03,1,2016-09-25,1,1,0
"79",2016-09-25 14:56:11,832871,"experiment","click",NA,1,2016-09-25,1,0,1
"80",2016-09-25 15:39:27,931724,"control","view",1899-12-31 00:01:02,0,2016-09-25,1,1,0
"81",2016-09-25 16:31:08,461125,"control","view",1899-12-31 00:00:34,0,2016-09-25,1,1,0
"82",2016-09-25 16:31:42,461125,"control","click",NA,0,2016-09-25,1,0,1
"83",2016-09-25 17:14:45,694466,"experiment","view",NA,1,2016-09-25,1,1,0
"84",2016-09-25 17:44:28,605472,"control","view",1899-12-31 00:01:31,0,2016-09-25,1,1,0
"85",2016-09-25 17:56:36,394070,"control","view",NA,0,2016-09-25,1,1,0
"86",2016-09-25 18:50:14,368583,"control","view",1899-12-31 00:01:16,0,2016-09-25,1,1,0
"87",2016-09-25 18:51:29,368583,"control","click",NA,0,2016-09-25,1,0,1
"88",2016-09-25 19:22:15,828518,"experiment","view",1899-12-31 00:01:10,1,2016-09-25,1,1,0
"89",2016-09-25 19:56:40,561305,"control","view",NA,0,2016-09-25,1,1,0
"90",2016-09-25 20:04:36,833404,"experiment","view",1899-12-31 00:00:41,1,2016-09-25,1,1,0
"91",2016-09-25 20:06:24,808288,"experiment","view",NA,1,2016-09-25,1,1,0
"92",2016-09-25 20:12:49,714681,"experiment","view",1899-12-31 00:01:18,1,2016-09-25,1,1,0
"93",2016-09-25 20:51:30,456084,"experiment","view",NA,1,2016-09-25,1,1,0
"94",2016-09-25 20:56:05,593665,"control","view",1899-12-31 00:00:48,0,2016-09-25,1,1,0
"95",2016-09-25 21:04:14,752081,"control","view",NA,0,2016-09-25,1,1,0
"96",2016-09-25 22:12:01,692154,"experiment","view",1899-12-31 00:00:11,1,2016-09-25,1,1,0
"97",2016-09-25 23:14:26,262702,"experiment","view",NA,1,2016-09-25,1,1,0
"98",2016-09-25 23:58:05,816232,"experiment","view",1899-12-31 00:00:48,1,2016-09-25,1,1,0
"99",2016-09-26 00:10:33,489436,"control","view",NA,0,2016-09-26,2,1,0
"100",2016-09-26 00:16:56,712525,"control","view",1899-12-31 00:00:36,0,2016-09-26,2,1,0
"101",2016-09-26 01:01:00,697796,"experiment","view",NA,1,2016-09-26,2,1,0
"102",2016-09-26 01:03:41,850998,"experiment","view",1899-12-31 00:00:54,1,2016-09-26,2,1,0
"103",2016-09-26 01:17:35,839729,"experiment","view",1899-12-31 00:00:40,1,2016-09-26,2,1,0
"104",2016-09-26 01:18:15,839729,"experiment","click",NA,1,2016-09-26,2,0,1
"105",2016-09-26 01:39:41,398690,"experiment","view",NA,1,2016-09-26,2,1,0
"106",2016-09-26 02:38:53,808250,"experiment","view",1899-12-31 00:00:44,1,2016-09-26,2,1,0
"107",2016-09-26 02:51:49,631221,"control","view",NA,0,2016-09-26,2,1,0
"108",2016-09-26 03:06:30,659470,"control","view",1899-12-31 00:00:39,0,2016-09-26,2,1,0
"109",2016-09-26 03:09:27,332165,"experiment","view",1899-12-31 00:01:29,1,2016-09-26,2,1,0
"110",2016-09-26 03:10:55,332165,"experiment","click",NA,1,2016-09-26,2,0,1
"111",2016-09-26 03:16:11,591554,"control","view",NA,0,2016-09-26,2,1,0
"112",2016-09-26 03:18:24,855872,"control","view",1899-12-31 00:00:17,0,2016-09-26,2,1,0
"113",2016-09-26 03:18:41,855872,"control","click",NA,0,2016-09-26,2,0,1
"114",2016-09-26 03:49:38,828173,"control","view",1899-12-31 00:01:12,0,2016-09-26,2,1,0
"115",2016-09-26 03:54:36,810097,"control","view",NA,0,2016-09-26,2,1,0
"116",2016-09-26 03:59:19,419098,"control","view",1899-12-31 00:01:04,0,2016-09-26,2,1,0
"117",2016-09-26 04:04:04,691753,"experiment","view",1899-12-31 00:00:51,1,2016-09-26,2,1,0
"118",2016-09-26 04:04:55,691753,"experiment","click",NA,1,2016-09-26,2,0,1
"119",2016-09-26 05:04:33,830998,"control","view",NA,0,2016-09-26,2,1,0
"120",2016-09-26 05:10:53,226057,"experiment","view",1899-12-31 00:00:57,1,2016-09-26,2,1,0
"121",2016-09-26 05:11:49,226057,"experiment","click",NA,1,2016-09-26,2,0,1
"122",2016-09-26 05:25:20,417019,"control","view",1899-12-31 00:01:11,0,2016-09-26,2,1,0
"123",2016-09-26 05:26:30,417019,"control","click",NA,0,2016-09-26,2,0,1
"124",2016-09-26 05:49:40,321902,"experiment","view",1899-12-31 00:00:41,1,2016-09-26,2,1,0
"125",2016-09-26 06:13:46,857158,"experiment","view",NA,1,2016-09-26,2,1,0
"126",2016-09-26 06:27:22,900572,"control","view",1899-12-31 00:01:08,0,2016-09-26,2,1,0
"127",2016-09-26 06:44:08,852585,"experiment","view",1899-12-31 00:00:47,1,2016-09-26,2,1,0
"128",2016-09-26 06:44:55,852585,"experiment","click",NA,1,2016-09-26,2,0,1
"129",2016-09-26 07:45:19,333604,"control","view",NA,0,2016-09-26,2,1,0
"130",2016-09-26 08:05:46,482798,"control","view",1899-12-31 00:01:30,0,2016-09-26,2,1,0
"131",2016-09-26 08:07:15,482798,"control","click",NA,0,2016-09-26,2,0,1
"132",2016-09-26 08:35:17,771770,"control","view",1899-12-31 00:00:33,0,2016-09-26,2,1,0
"133",2016-09-26 08:35:20,200826,"control","view",NA,0,2016-09-26,2,1,0
"134",2016-09-26 09:08:05,805722,"experiment","view",1899-12-31 00:00:37,1,2016-09-26,2,1,0
"135",2016-09-26 09:23:40,366151,"experiment","view",1899-12-31 00:00:48,1,2016-09-26,2,1,0
"136",2016-09-26 09:24:28,366151,"experiment","click",NA,1,2016-09-26,2,0,1
"137",2016-09-26 09:31:19,769017,"control","view",1899-12-31 00:01:02,0,2016-09-26,2,1,0
"138",2016-09-26 09:32:20,769017,"control","click",NA,0,2016-09-26,2,0,1
"139",2016-09-26 09:49:03,294127,"control","view",NA,0,2016-09-26,2,1,0
"140",2016-09-26 10:46:08,308217,"experiment","view",1899-12-31 00:00:35,1,2016-09-26,2,1,0
"141",2016-09-26 11:09:44,195681,"control","view",NA,0,2016-09-26,2,1,0
"142",2016-09-26 11:29:18,734696,"control","view",1899-12-31 00:00:20,0,2016-09-26,2,1,0
"143",2016-09-26 11:36:55,835449,"experiment","view",1899-12-31 00:00:55,1,2016-09-26,2,1,0
"144",2016-09-26 11:37:49,835449,"experiment","click",NA,1,2016-09-26,2,0,1
"145",2016-09-26 12:35:52,217944,"control","view",NA,0,2016-09-26,2,1,0
"146",2016-09-26 13:36:33,889323,"experiment","view",1899-12-31 00:00:38,1,2016-09-26,2,1,0
"147",2016-09-26 13:41:30,365028,"control","view",1899-12-31 00:00:40,0,2016-09-26,2,1,0
"148",2016-09-26 13:42:10,365028,"control","click",NA,0,2016-09-26,2,0,1
"149",2016-09-26 13:55:57,324997,"control","view",NA,0,2016-09-26,2,1,0
"150",2016-09-26 14:55:25,924123,"control","view",1899-12-31 00:00:38,0,2016-09-26,2,1,0
"151",2016-09-26 15:18:23,371923,"experiment","view",NA,1,2016-09-26,2,1,0
"152",2016-09-26 15:47:48,662354,"control","view",1899-12-31 00:00:05,0,2016-09-26,2,1,0
"153",2016-09-26 15:48:30,570451,"control","view",NA,0,2016-09-26,2,1,0
"154",2016-09-26 15:57:43,358562,"experiment","view",1899-12-31 00:00:45,1,2016-09-26,2,1,0
"155",2016-09-26 16:13:41,480891,"control","view",1899-12-31 00:01:02,0,2016-09-26,2,1,0
"156",2016-09-26 16:14:42,480891,"control","click",NA,0,2016-09-26,2,0,1
"157",2016-09-26 17:09:19,234444,"control","view",1899-12-31 00:00:56,0,2016-09-26,2,1,0
"158",2016-09-26 17:10:15,234444,"control","click",NA,0,2016-09-26,2,0,1
"159",2016-09-26 17:24:24,792966,"control","view",1899-12-31 00:01:31,0,2016-09-26,2,1,0
"160",2016-09-26 17:25:55,792966,"control","click",NA,0,2016-09-26,2,0,1
"161",2016-09-26 17:47:09,426624,"control","view",NA,0,2016-09-26,2,1,0
"162",2016-09-26 18:02:31,550685,"control","view",1899-12-31 00:00:25,0,2016-09-26,2,1,0
"163",2016-09-26 18:02:55,550685,"control","click",NA,0,2016-09-26,2,0,1
"164",2016-09-26 19:10:20,184992,"control","view",1899-12-31 00:01:10,0,2016-09-26,2,1,0
"165",2016-09-26 19:11:30,184992,"control","click",NA,0,2016-09-26,2,0,1
"166",2016-09-26 20:16:28,408715,"experiment","view",1899-12-31 00:00:41,1,2016-09-26,2,1,0
"167",2016-09-26 20:17:09,802067,"control","view",NA,0,2016-09-26,2,1,0
"168",2016-09-26 20:17:30,408715,"experiment","click",NA,1,2016-09-26,2,0,1
"169",2016-09-26 20:20:32,713232,"control","view",NA,0,2016-09-26,2,1,0
"170",2016-09-26 20:25:01,703473,"control","view",1899-12-31 00:00:14,0,2016-09-26,2,1,0
"171",2016-09-26 20:39:27,766674,"control","view",1899-12-31 00:01:18,0,2016-09-26,2,1,0
"172",2016-09-26 20:40:45,766674,"control","click",NA,0,2016-09-26,2,0,1
"173",2016-09-26 21:22:34,208263,"control","view",NA,0,2016-09-26,2,1,0
"174",2016-09-26 22:12:40,535852,"experiment","view",1899-12-31 00:00:09,1,2016-09-26,2,1,0
"175",2016-09-26 22:27:51,730970,"control","view",NA,0,2016-09-26,2,1,0
"176",2016-09-26 22:38:41,436761,"experiment","view",1899-12-31 00:00:05,1,2016-09-26,2,1,0
"177",2016-09-26 22:41:19,489523,"experiment","view",1899-12-31 00:00:48,1,2016-09-26,2,1,0
"178",2016-09-26 22:42:06,489523,"experiment","click",NA,1,2016-09-26,2,0,1
"179",2016-09-26 23:03:25,707411,"control","view",1899-12-31 00:00:11,0,2016-09-26,2,1,0
"180",2016-09-26 23:03:36,707411,"control","click",NA,0,2016-09-26,2,0,1
"181",2016-09-27 00:07:08,393493,"control","view",NA,0,2016-09-27,3,1,0
"182",2016-09-27 00:15:09,555874,"control","view",1899-12-31 00:01:21,0,2016-09-27,3,1,0
"183",2016-09-27 01:18:09,413838,"control","view",NA,0,2016-09-27,3,1,0
"184",2016-09-27 01:28:15,787142,"control","view",1899-12-31 00:00:40,0,2016-09-27,3,1,0
"185",2016-09-27 01:40:07,504397,"experiment","view",NA,1,2016-09-27,3,1,0
"186",2016-09-27 02:05:16,859036,"control","view",1899-12-31 00:01:01,0,2016-09-27,3,1,0
"187",2016-09-27 02:33:28,489857,"control","view",NA,0,2016-09-27,3,1,0
"188",2016-09-27 02:37:04,676676,"experiment","view",1899-12-31 00:00:59,1,2016-09-27,3,1,0
"189",2016-09-27 02:43:15,304461,"control","view",1899-12-31 00:00:48,0,2016-09-27,3,1,0
"190",2016-09-27 02:44:02,304461,"control","click",NA,0,2016-09-27,3,0,1
"191",2016-09-27 03:16:53,468496,"experiment","view",NA,1,2016-09-27,3,1,0
"192",2016-09-27 03:57:46,604499,"control","view",1899-12-31 00:01:05,0,2016-09-27,3,1,0
"193",2016-09-27 04:08:57,632767,"control","view",1899-12-31 00:00:36,0,2016-09-27,3,1,0
"194",2016-09-27 04:09:32,632767,"control","click",NA,0,2016-09-27,3,0,1
"195",2016-09-27 04:15:47,726650,"control","view",1899-12-31 00:00:54,0,2016-09-27,3,1,0
"196",2016-09-27 04:16:40,726650,"control","click",NA,0,2016-09-27,3,0,1
"197",2016-09-27 05:19:06,867214,"control","view",NA,0,2016-09-27,3,1,0
"198",2016-09-27 06:06:10,823179,"control","view",1899-12-31 00:01:27,0,2016-09-27,3,1,0
"199",2016-09-27 06:16:56,323891,"control","view",NA,0,2016-09-27,3,1,0
"200",2016-09-27 06:21:49,349239,"experiment","view",1899-12-31 00:00:58,1,2016-09-27,3,1,0
"201",2016-09-27 06:22:46,349239,"experiment","click",NA,1,2016-09-27,3,0,1
"202",2016-09-27 06:54:29,913215,"control","view",1899-12-31 00:01:40,0,2016-09-27,3,1,0
"203",2016-09-27 06:54:39,225854,"control","view",1899-12-31 00:00:44,0,2016-09-27,3,1,0
"204",2016-09-27 06:55:23,225854,"control","click",NA,0,2016-09-27,3,0,1
"205",2016-09-27 07:26:02,828266,"experiment","view",1899-12-31 00:00:39,1,2016-09-27,3,1,0
"206",2016-09-27 07:26:41,828266,"experiment","click",NA,1,2016-09-27,3,0,1
"207",2016-09-27 08:12:10,873677,"control","view",NA,0,2016-09-27,3,1,0
"208",2016-09-27 08:18:01,774573,"control","view",1899-12-31 00:01:01,0,2016-09-27,3,1,0
"209",2016-09-27 08:19:02,774573,"control","click",NA,0,2016-09-27,3,0,1
"210",2016-09-27 09:02:34,825953,"experiment","view",1899-12-31 00:00:58,1,2016-09-27,3,1,0
"211",2016-09-27 09:03:32,825953,"experiment","click",NA,1,2016-09-27,3,0,1
"212",2016-09-27 09:33:40,449882,"control","view",1899-12-31 00:01:12,0,2016-09-27,3,1,0
"213",2016-09-27 09:34:51,449882,"control","click",NA,0,2016-09-27,3,0,1
"214",2016-09-27 09:39:47,933055,"experiment","view",1899-12-31 00:00:37,1,2016-09-27,3,1,0
"215",2016-09-27 09:55:24,413739,"control","view",NA,0,2016-09-27,3,1,0
"216",2016-09-27 10:47:56,712268,"control","view",1899-12-31 00:00:19,0,2016-09-27,3,1,0
"217",2016-09-27 10:51:27,667178,"experiment","view",NA,1,2016-09-27,3,1,0
"218",2016-09-27 11:02:42,457832,"control","view",1899-12-31 00:01:04,0,2016-09-27,3,1,0
"219",2016-09-27 11:03:45,457832,"control","click",NA,0,2016-09-27,3,0,1
"220",2016-09-27 11:17:43,404638,"experiment","view",1899-12-31 00:01:22,1,2016-09-27,3,1,0
"221",2016-09-27 12:13:38,931812,"control","view",1899-12-31 00:00:49,0,2016-09-27,3,1,0
"222",2016-09-27 12:14:26,931812,"control","click",NA,0,2016-09-27,3,0,1
"223",2016-09-27 12:16:39,557715,"control","view",1899-12-31 00:01:39,0,2016-09-27,3,1,0
"224",2016-09-27 12:18:17,557715,"control","click",NA,0,2016-09-27,3,0,1
"225",2016-09-27 12:29:49,786605,"experiment","view",1899-12-31 00:00:20,1,2016-09-27,3,1,0
"226",2016-09-27 12:30:09,786605,"experiment","click",NA,1,2016-09-27,3,0,1
"227",2016-09-27 13:06:26,435555,"experiment","view",NA,1,2016-09-27,3,1,0
"228",2016-09-27 13:18:06,435421,"control","view",1899-12-31 00:00:13,0,2016-09-27,3,1,0
"229",2016-09-27 14:17:17,335252,"control","view",NA,0,2016-09-27,3,1,0
"230",2016-09-27 14:19:57,784186,"experiment","view",1899-12-31 00:00:39,1,2016-09-27,3,1,0
"231",2016-09-27 14:54:46,420863,"experiment","view",1899-12-31 00:00:41,1,2016-09-27,3,1,0
"232",2016-09-27 14:55:26,420863,"experiment","click",NA,1,2016-09-27,3,0,1
"233",2016-09-27 15:43:51,755354,"experiment","view",1899-12-31 00:01:08,1,2016-09-27,3,1,0
"234",2016-09-27 15:44:59,755354,"experiment","click",NA,1,2016-09-27,3,0,1
"235",2016-09-27 15:59:47,528671,"control","view",NA,0,2016-09-27,3,1,0
"236",2016-09-27 16:32:59,687687,"experiment","view",1899-12-31 00:00:37,1,2016-09-27,3,1,0
"237",2016-09-27 17:47:20,253938,"control","view",NA,0,2016-09-27,3,1,0
"238",2016-09-27 18:22:12,636192,"control","view",1899-12-31 00:00:56,0,2016-09-27,3,1,0
"239",2016-09-27 18:40:06,802031,"experiment","view",NA,1,2016-09-27,3,1,0
"240",2016-09-27 20:59:04,271548,"experiment","view",1899-12-31 00:00:28,1,2016-09-27,3,1,0
"241",2016-09-27 21:17:04,619230,"experiment","view",1899-12-31 00:00:09,1,2016-09-27,3,1,0
"242",2016-09-27 21:17:12,619230,"experiment","click",NA,1,2016-09-27,3,0,1
"243",2016-09-27 22:16:42,424146,"control","view",1899-12-31 00:00:30,0,2016-09-27,3,1,0
"244",2016-09-27 22:17:11,424146,"control","click",NA,0,2016-09-27,3,0,1
"245",2016-09-27 22:31:01,887415,"experiment","view",NA,1,2016-09-27,3,1,0
"246",2016-09-27 22:46:36,751437,"experiment","view",1899-12-31 00:01:34,1,2016-09-27,3,1,0
"247",2016-09-27 22:51:16,919453,"control","view",NA,0,2016-09-27,3,1,0
"248",2016-09-27 23:14:24,838042,"experiment","view",1899-12-31 00:00:33,1,2016-09-27,3,1,0
"249",2016-09-27 23:14:57,838042,"experiment","click",NA,1,2016-09-27,3,0,1
"250",2016-09-27 23:36:57,536050,"experiment","view",1899-12-31 00:00:40,1,2016-09-27,3,1,0
"251",2016-09-27 23:50:42,854122,"experiment","view",NA,1,2016-09-27,3,1,0
"252",2016-09-28 00:42:27,580650,"experiment","view",1899-12-31 00:00:26,1,2016-09-28,4,1,0
"253",2016-09-28 00:44:30,443177,"control","view",1899-12-31 00:00:38,0,2016-09-28,4,1,0
"254",2016-09-28 00:45:07,443177,"control","click",NA,0,2016-09-28,4,0,1
"255",2016-09-28 01:18:53,483361,"experiment","view",NA,1,2016-09-28,4,1,0
"256",2016-09-28 01:40:25,782149,"control","view",1899-12-31 00:00:07,0,2016-09-28,4,1,0
"257",2016-09-28 01:50:03,673124,"control","view",1899-12-31 00:00:32,0,2016-09-28,4,1,0
"258",2016-09-28 01:50:34,673124,"control","click",NA,0,2016-09-28,4,0,1
"259",2016-09-28 02:00:00,378232,"experiment","view",1899-12-31 00:01:07,1,2016-09-28,4,1,0
"260",2016-09-28 02:01:06,378232,"experiment","click",NA,1,2016-09-28,4,0,1
"261",2016-09-28 02:24:41,883682,"control","view",1899-12-31 00:00:35,0,2016-09-28,4,1,0
"262",2016-09-28 02:25:16,883682,"control","click",NA,0,2016-09-28,4,0,1
"263",2016-09-28 02:52:07,559812,"control","view",1899-12-31 00:00:20,0,2016-09-28,4,1,0
"264",2016-09-28 02:52:26,559812,"control","click",NA,0,2016-09-28,4,0,1
"265",2016-09-28 02:57:41,295393,"control","view",NA,0,2016-09-28,4,1,0
"266",2016-09-28 03:34:22,602789,"experiment","view",1899-12-31 00:01:21,1,2016-09-28,4,1,0
"267",2016-09-28 03:43:23,931905,"control","view",1899-12-31 00:01:15,0,2016-09-28,4,1,0
"268",2016-09-28 03:44:37,931905,"control","click",NA,0,2016-09-28,4,0,1
"269",2016-09-28 03:53:10,357843,"experiment","view",NA,1,2016-09-28,4,1,0
"270",2016-09-28 04:08:20,849987,"control","view",1899-12-31 00:00:30,0,2016-09-28,4,1,0
"271",2016-09-28 04:31:51,638030,"experiment","view",1899-12-31 00:00:38,1,2016-09-28,4,1,0
"272",2016-09-28 04:32:29,638030,"experiment","click",NA,1,2016-09-28,4,0,1
"273",2016-09-28 04:41:54,450877,"control","view",1899-12-31 00:01:10,0,2016-09-28,4,1,0
"274",2016-09-28 04:43:04,450877,"control","click",NA,0,2016-09-28,4,0,1
"275",2016-09-28 05:49:46,539338,"experiment","view",1899-12-31 00:00:38,1,2016-09-28,4,1,0
"276",2016-09-28 05:50:23,539338,"experiment","click",NA,1,2016-09-28,4,0,1
"277",2016-09-28 06:07:12,237418,"experiment","view",NA,1,2016-09-28,4,1,0
"278",2016-09-28 07:02:40,423971,"experiment","view",1899-12-31 00:01:38,1,2016-09-28,4,1,0
"279",2016-09-28 07:18:31,619878,"control","view",NA,0,2016-09-28,4,1,0
"280",2016-09-28 08:45:46,493984,"experiment","view",1899-12-31 00:00:14,1,2016-09-28,4,1,0
"281",2016-09-28 09:17:25,251716,"experiment","view",1899-12-31 00:00:05,1,2016-09-28,4,1,0
"282",2016-09-28 09:17:29,251716,"experiment","click",NA,1,2016-09-28,4,0,1
"283",2016-09-28 09:44:25,359196,"experiment","view",1899-12-31 00:00:23,1,2016-09-28,4,1,0
"284",2016-09-28 10:38:34,546596,"control","view",NA,0,2016-09-28,4,1,0
"285",2016-09-28 10:57:47,400503,"control","view",NA,0,2016-09-28,4,1,0
"286",2016-09-28 11:41:59,407297,"control","view",1899-12-31 00:00:38,0,2016-09-28,4,1,0
"287",2016-09-28 12:39:30,618384,"experiment","view",NA,1,2016-09-28,4,1,0
"288",2016-09-28 12:48:37,232631,"experiment","view",1899-12-31 00:01:13,1,2016-09-28,4,1,0
"289",2016-09-28 12:51:24,457163,"experiment","view",NA,1,2016-09-28,4,1,0
"290",2016-09-28 12:54:35,729953,"control","view",1899-12-31 00:00:44,0,2016-09-28,4,1,0
"291",2016-09-28 13:17:44,779309,"experiment","view",NA,1,2016-09-28,4,1,0
